text,sentiment
gamenya seru banget ajar bahasa inggris aplikasi favorit banget,Positif
bagus banget tau makasiihhh b jepang terbang jepangg niiiih ya dev duolingo,Positif
bagus banget ngerjain tugas pakai bukuu,Positif
cepat paham usia usia ajar,Positif
bagus and cepat paham,Positif
bagus banget erti ajar bahasa inggrisb,Positif
bagus belajarbahasa inggris mudah,Positif
aplikasi ajar mudah senang,Positif
lumayann manjadi mantap pokok aplikasi,Positif
senang alur cerita fun because there is a storyline,Negatif
bagus ajar inggris,Positif
aplikasi bantu bahasa inggris,Positif
yoooo noticeee meee duolingo,Positif
keren,Netral
bagusspoll,Netral
kelas,Netral
lumayan senang sulit ajar bahasa mandarinmenurutku katakata dasar ajar,Positif
manfaat,Netral
dana sedot aplikasi tolong kembali,Negatif
ganenya bagus banget,Positif
ajar seru,Positif
bagus banget bikin pintar,Positif
game seru pilih bahasa china,Positif
bagus suka apk ya,Positif
ajar main ajar ku bahasa inggris,Positif
suka duolinggo ajar kosakata,Positif
manfaat,Netral
bikin pintar bahasa inggris kayak kayak,Positif
moga b inggris,Positif
aplikasi ya bantu banget bahasa inggris pakai aplikasi ya keren,Positif
good,Negatif
aplikasi bagus,Positif
seru bantu ajar,Positif
aplikasi bagus,Positif
bagus cpat bahasa inggris,Positif
gem bagus banget akusuka duolingo ajar giat,Positif
bagus,Positif
bagus layan,Positif
suka,Netral
nilai ku,Netral
sangatt bagus,Positif
senang main duolingo ajar bahasa inggris main,Positif
bantu paham bahasa ingris,Positif
exp ya mentok susah nambahin,Negatif
puasss,Netral
please balikin fitur hati ya entar balikin kasih bintang deh,Negatif
bagus bangetttapi ngebug kayak lanjutinn sok far oke oke,Netral
bagus karakter cewek lucu,Positif
apk bagus ajar bahasa inggris,Positif
terimakasi duolingo accessible ajar piano step by step strike ya daily,Positif
latih api padam ulang kali hidup padam salah dawg sengaja hancur runtun,Negatif
moga bantu apalikasihnqy,Positif
game penuh edukasi,Negatif
seru sih luangin giat padat,Positif
bagus banget bantu,Positif
bagus tambah ilmu,Positif
mudah ajar bahasa ajar interaktif thanks,Positif
seru ajar bahasa ajar matematika musik senang,Positif
sus level tinggi bagus ajar,Positif
bagussngebantu ajar bmandarin,Positif
bahasa jepang tolong tambah huruf kanji romaji ya,Positif
lho moga tingkat ya duolingo,Positif
bantu ganti sistem mode hati mode energi malas guna,Negatif
pribadi aplikasi bantu orang ajar bahasa,Positif
bagus otak ku pintar,Positif
bantu ajar bahasa inggris,Positif
bagus,Positif
bagus cocok ajar bagi bahasa,Positif
ajar main blepot,Positif
anak senang ajar duolingo,Positif
ajar bahasa asing gampang gratis,Positif
senang masyaa allah ajar senang hatiterima kasihhh duolingo,Positif
bagus main ajar,Positif
bagus puas ajar bahasa china cepat terima kasih duolingo salah donlow,Positif
senang tarik mudah,Positif
bantu ajar bahasa inggris,Positif
sangatsangat bagus aplikasi,Positif
langsung pintar b inggris hehehhe,Positif
bantu ajar bahasa inggris,Positif
gemas banget sayang bolos hari runtuh ilangg saran langsungg hilang bolos kayak turun seru ajar bahasa,Positif
langsung bayar duolingo,Positif
apk ya bagus mula ajar,Positif
bagus sih,Positif
makan siang gratis,Netral
bagus banget ajar bahasa mudah bantu,Positif
larang seru,Positif
duolingo kandung elgebete anjim mantap bintang,Netral
aplikasi rekomendasi banget gayss ajar bahasa,Positif
ajar bahasa asing cepat,Positif
bagus suka,Positif
seru cocok mula tau kosakata,Positif
aplikasi suruh omong aplikasi dengar,Positif
aplikasi bagus mula pintar bahasa inggris,Positif
aplikasi ya keren,Positif
latih ambek muka ambek tuh lucu lancar bahasa inggris ya obrol pokok debest deh duolingo,Positif
senang tambah ilmu,Positif
bahasa inggris ajar seru guna banget anak,Positif
apk ya bagus,Positif
ya ngelag pas ajar omong bahasa china kayak,Positif
game ku kara tambah ilmu tahu luas,Netral
aplikasi ya bagus saran ya gampang berkalikali kayak orang bloon berkalikali,Positif
guru ajar bahasa inggris mantap,Positif
bagus bahasa,Positif
bantu ajar bahasa,Positif
bagus bikin semangat ajar,Positif
hati hati gais uang ku hangus tau saldo tarik lagan kacewa banget sih,Negatif
lgbt apk,Netral
suka main aplikasi duolingo sulit serah semangat ya mengupdate aplikasi ya,Positif
bikin pinterr,Negatif
pintar,Positif
suka banget,Positif
good app,Negatif
aplikasi ya bagus guna ajar bahasa bosan,Positif
bagus aplikasi ajar bahasa,Positif
bagus,Positif
mudah ajar,Positif
seru game ya kembali health suka health,Negatif
emosi apk materi ulang batrenya cepat habisbanyak iklan,Netral
mantap,Netral
seru kayak game ajar,Positif
gua protes maksud chek tagih tagih bill ya,Netral
bar energi update user sulit ajar,Negatif
seru ajar inggris nilai ulang bagus,Positif
salam medan jujur duolingo banget asih aplikasi gratis mula bahasa inggris moga allah sukses ya nya amin recommended banget,Positif
bagus guna mula,Positif
awesome and pakai me happy study and playing game,Negatif
baik the real sih aplikasi ajar bahasa no dunia,Positif
i like buti cant create a profile,Negatif
keren ajar simple,Positif
jelek aplikasi ya pakai energi iklan,Negatif
good ajar ya ajar bahasaa,Positif
duolingo ajar giat sekolah otak butuh asupan,Positif
bagus banget b ingriss,Positif
otak cerdas,Netral
ajar gampang,Positif
jobbbb,Netral
pelihara cepat masuk kemarin,Netral
cocok anak ajar bahasabahasa,Positif
seru banget ajar main bahasa ya matematika loh,Positif
bagus ajar ya cepat erti,Positif
bagus asik,Positif
tolong mengupdate aplikasi ajar catur teman,Positif
keren bantu ajar,Positif
bagus bocil belajaryuk bestie donwlod yuk,Netral
bagus banget lancar b inggris ya,Positif
game seru betah main,Positif
senang ajar duolingo,Positif
bagus senang suka suka love you,Netral
ajar duolingo ayok coba,Positif
bahasa inggris,Positif
sih aplikasi seru banget ajar,Positif
wow bantu ajar bahasabahasa aplikasi ayo download aplikasi,Positif
wow mudah paham sayang bayar dana ucap nada sedih hehe cury,Positif
very helpfull for study another language,Negatif
ajar,Positif
aplikasi bagus ajar bahasa pilih bahasa tunggu yuk ajar duolingo,Positif
pintar bahasa inggris,Positif
only good,Negatif
bagus mudah,Positif
seru banget,Positif
bagus bahasa jepang,Positif
ajar cepat,Positif
bantu,Positif
ajar,Positif
aplikasi nya bagus ajar bahasa gratis,Positif
bagus bsngrttt,Positif
bantu ajar bahasa inggris mudah paham,Positif
bagus bantu,Positif
speaking inggris,Positif
seru ajar bahasa inggris,Positif
aplikasi cocok ajar obrol orang negeri,Positif
tingkat otak,Netral
duolingo manfaat ajar game catur wow good job,Netral
apknya bagus recomeent deh ajar bahasa minato,Positif
sedih banget aplikasi penuh lgbt,Positif
bahasa spanyol aplikasi terimakasih duolingo,Positif
bagus ajar,Positif
aplikasi bagus ajar bahasa negeri,Positif
ajar bahasa,Positif
keren,Netral
bagus suka aplikasi main ya mama ku dukung ku duolingo rekomendasi terimakasih,Positif
cerita listening english ya lesbi ya normal kak lanjut ajar duo linggo,Netral
ajar bahasa inggris mudah,Positif
bantu ormg belajarr apks seru bosan ajar,Positif
gelo bagus netjadi asa bule,Positif
seru bikin bahasa inggris sikit sikit,Positif
bagus andd i can speak a little english,Negatif
bagus tolong offline tolong hilang energi ajar puas,Negatif
malas ajar bahasa inggris bosan duolingo asiiikk bikin bosan,Positif
bagus banget erti bahasaaa,Positif
duolinggo keri bahasa inggris,Positif
bagus bangetbagi ajar bahasa asing santaibiasaserius cocok banget deh,Positif
mudah ajar bahasa bantu terima kasih duolingo,Positif
duolingoduo,Netral
suka apk ya sayang premium dibatesin ajar hari level perlahan,Positif
bagus,Positif
josjisss,Netral
suka ajar bahasa inggris,Positif
bagus ngelatih bahasa doulingo seru banget tau bahasa ajar duolingo rating,Positif
mudah senang,Positif
manfaat ajar harap susah,Positif
ajar olimpiade b inggris tangal oct,Positif
bagus banget bahasa indonesia,Positif
pakai energi ajar susah nyaman versi,Negatif
gua bahasa spanyol inggris pokok bagus deh,Positif
aplikasi bagus ajar bahasa cepat erti pokok bagus nih aplikasi,Positif
aplikasi dukung mudah erti thanks,Positif
bagus bikin publik speaking tambah bagus omong bule,Positif
paham gampang ajar,Positif
aplikasi mudah ajar bahasa inggris aplikasi mudah ajar terimakasih duolingo,Positif
seru bikin tau,Positif
goodddd banget,Positif
suka semenjak energi ajar bahasa,Positif
susah senang,Positif
aplikasi bantu,Positif
seru banget gampang ajar bahasa inggris,Positif
sukaaaaaaaa,Netral
aplikasi bantu ajar cepat terimakasih,Positif
ajar ku bahasa dunia,Positif
lumayan guna,Netral
bahasa inggristapi cakap biasadan lagudan cakap bisauntung ya burung hijau kecilyang bantu ku bahasa inggris,Positif
bantu ajar bahasa inggris,Positif
aplikasi bikin kagum aplikasi ajar bahasa apa bahasa jepang,Positif
hai duo konten kait lgbt nyaman,Netral
ajar senang mudah,Positif
seru ajar tambahain kursus pliss ajar kayak kursus eja baca ipas dll,Positif
bagus banget bahasa jepang duolingo kenal huruf pokok ya seru bikin streakruntun,Positif
keren seru ajar bahasa main game,Positif
download ya,Netral
bantu thanks you duolingo,Positif
mantap keren banget puas dahhh,Positif
dukung lgbt terang terang,Netral
aplikasi bantu ajar bahasa,Positif
bagus bantu,Positif
cuz im sok like,Negatif
mudah ajar erti vokal,Positif
super duolingo,Positif
suka banget,Positif
bagus sukakarna seru paham bahasa inggris berkat duolingo,Positif
seru banget bahasa inggris ku ningkato,Positif
seru banget,Positif
suka aplikasi terimakasih ya,Positif
bagus bermanfaatberkat duolingo pandai bahasa inggris,Positif
ajar bahasa inggris duolingo senang,Positif
senang tau bahasa,Positif
greatt,Netral
bagus latih,Positif
bagus seru lucu pintar,Positif
ajar seru jamin ngantukan percaya deh,Positif
bagus bagat mula,Positif
seru bikin lancar bahasa inggris monday tuesday wednesday tursday saturday sunday suka duolingo,Positif
ajar bagus anak ajar anak lihai pintar bahasa inggris,Positif
bagus ajar ya senang,Positif
aplikasi ya bagus ajar langsung erti kosakatanyaaaaa,Positif
senang,Positif
main game,Netral
alhamdulillah bagus duolingo ajar bahasa inggris mudah cepat nangkap otak terimakasih duolingo,Positif
super ajar bahasa inggris gratis simpel praktis senang,Positif
suka aplikasi,Positif
asik iklan seru ajar,Positif
bagus bug,Positif
sagat bagus,Positif
josjis,Netral
hapus fitur batteryenergy,Negatif
cocok ajar apa suka banget bagus gagal bikin ya,Positif
bantu banget ajar seharihari,Positif
suka ajar suka ulang agas hapal tau ucap,Positif
aplikasi bagus semenjak update ubah energi cepat habis pakai hati level level habis bikin bete,Negatif
seru kayak game semangat ajar,Positif
aplikasi thank you,Negatif
bagus senang,Positif
bantu pah erti bahasa inggris rekomendasi,Positif
bantu ajar bahasa mana pengin rumah rebah bagus isi kosong manfaat,Positif
mudah ajar b inggris,Positif
bagus bahasa inggris cepat,Positif
game ya bantu bagus kenal kosakata bahasa inggris game bantu,Positif
bahasa ing lgbt,Positif
unsur gay lesbian,Netral
aplikasi bagus bayar cocok ajar mana iklan lamakalau gratis coreksi salah sih,Positif
mantab,Netral
aplikasi bantu,Positif
senang ajar duolingo mudah erti,Positif
coba kursus matematika tolong besar kotak ya ya,Netral
bantu ajar latih bahasa,Positif
aplikasi untung ajar ajar bahasa suka,Positif
bantu ajar bahasa,Positif
bagus ajar,Positif
aplikasi bahasa indonesia,Positif
very nice duolingo,Negatif
seru ajar bahasa inggris ya,Positif
aplikasi bantu latih bahasa inggris,Positif
honestly the app is good but no need too lgbtq ts app because a lot of user is a kid,Negatif
cepat ajar duolingo,Positif
tunggu komunikasi langsung linggo,Netral
bagus lucu gabut ajar,Positif
worth,Netral
duolingo bantu hafal bahasa inggris,Positif
bantu orang bahasa negara mana,Positif
bahasa inggris lancar,Positif
this is sok cooli like the apk,Negatif
bantu ajar,Positif
bantu,Positif
aplikasi bantu banget ajar bahasa korea,Positif
bagus,Positif
duolingo bantu banget ajar bahasa inggris ku,Positif
luas bahasa asing,Positif
bagus bantu,Positif
tolong ajar ya pakai bayar,Negatif
aplikasi ajar bahasa baik ya ajar temenin karakterkarakter lucu kayak ya ajar main rasa kayak ajar,Positif
sangatt bagus,Positif
bagus banget suer nilai b inggris ku gara gara nih aplikasi,Positif
untuk bantu ajar bahasa tahu,Positif
bagus banget aplikasi ya,Positif
keren bagus aplikasi suka,Positif
pintar,Positif
bagus anak anak,Positif
good nice good job,Negatif
bantu ajar bahasa inggris,Positif
bagus bantu bahasa inggris,Positif
cewek rambut ungu judes banget jir,Positif
cocok banget mula kayak,Positif
bagus banget aplikasi,Positif
ajar duolingo seru,Positif
bagus cocok ajar mula,Positif
aplikasi bantu mudah sayang unsur lgbtnya nyaman khawatir pakai anak,Positif
aplikasi bagus isi luang ajar,Positif
bagus banget aplikasi ya,Positif
ajar ya seru sumbing susah rekam audio ya,Positif
ajar senang mudah paham,Positif
mantap latih mampu bahasa,Positif
bantu seru banget suka kayak les online gratis,Positif
bagus belajarrr,Positif
nice exercise apps,Negatif
bantu ajar,Positif
good exercise english,Negatif
aplikasi duolingo bantu ajar bahasa indonesia baca ya,Positif
seru banget duolingo lucu,Positif
senang metode ya,Positif
fitur energi ya jelek banget ajar cuman,Negatif
seru ajar bahasa inggris duolingo,Positif
aplikasi bagus senang ajar bahasa inggris,Positif
iklan,Netral
okekecuali pas vcdurasi ya lamain dikit,Netral
cocok ajar bahasa apa,Positif
banyak ulang alphabet hp maksa opsi skip,Negatif
bagus keren banget pokok download,Positif
mudah ajar bahasa apl,Positif
seru bagus bahasa,Positif
bagus,Positif
mudah erti kosakata,Positif
sangatt bagus ui rapi gratis uang mending super support developer ya,Negatif
bagus tolong pakai hati baterai mudah habis salah ngulang plisss pakai hati,Negatif
tambah bahasa nasional indonesia tambah bahasa aceh rantau aceh komunikasi,Positif
bagus ngajarinnya seru ngebosenin,Positif
plissss ganti hati cepat habissssss,Negatif
tau terima kasih duolingo,Positif
game ya keren menariksukaa deh kenal bahasa inggris,Positif
suka aplikasi,Positif
bagus benarbenar bhasa ingris,Positif
ajar faham arti maksud bahasa inggris bahasa negara,Positif
bagus banget cinta deh duolingo cuman mes ya iklan gapapa ganggu iklan ya,Positif
catur ya,Netral
seru tarik suka,Positif
bagus banget hafal bahasa bahasa negara bikin tarik,Positif
aplikasi seruh main ajar,Positif
bagus banget cocok mula kayak,Positif
suka ajar dalam bahasa inggris,Positif
hari hafal,Netral
rekomendasi ajar bahasa asing ajar ya seru kayak main,Positif
seru banget deh,Positif
ajar bahasa asing mudah senang,Positif
guna ajar seru animasi bagus,Positif
suka banget tibatiba suka beljar bahasa inggris kenal aplikasi,Positif
bagus banget bantu erti bahasa negara,Positif
suka close suka hang update,Negatif
buaguusssss banget banget banget semangat ajar mandarin pakai duolinggo,Positif
aplikasi lumayan,Positif
semenjak update hati ya ilangkalo sih ya mending makee hati pakai mah main ya sebentar,Negatif
bantu ajar bahasa inggris,Positif
bagus bantu,Positif
game bantu ajar bahasa inggris,Positif
bantu orang tolol bahasa inggris,Positif
bagus tarik ajar ya kasih,Positif
keren banget inti keren keren keren banget bantu mbaca tulis omong deh seru ngotak,Positif
rekomendasi pengin ajar bahasa apa,Positif
hapalll,Netral
seru ajar,Positif
erti bahasa inggris,Positif
seru mudah serap ajar ya,Positif
be happy,Negatif
aplikasi rekomended mula ajar bahasa asing gampang mudah paham coba deh download,Positif
bagus banget manfaat,Positif
bagus aplikasi inidan bantu,Positif
suka aplikasi bantu ajar,Positif
senang ajar bahasa bahasa,Positif
